PassengerId,Survived
1239,0.011428571428571429
1240,0.42454761904761895
1241,0.6933333333333335
1242,0.485
1243,0.003333333333333333
1244,0.04
1245,0.77
1246,0.49
1247,0.49
1248,0.37
1249,0.62
1250,0.5663961136902314
1251,0.5116944444444446
1252,0.0
1253,0.42
1254,0.6933333333333335
1255,0.22
1256,0.91
1257,0.3
1258,0.01
1259,0.15
1260,0.445
1261,0.4
1262,0.04
1263,0.99
1264,0.36
1265,0.7825
1266,0.37
1267,0.66
1268,0.0
1269,0.04
1270,0.19
1271,0.27
1272,0.5663961136902314
1273,0.6275000000000001
1274,0.01
1275,0.06
1276,0.3046190476190477
1277,0.51
1278,0.3811547619047619
1279,0.12
1280,0.91
1281,0.29
1282,0.87
1283,0.52
1284,0.66
1285,0.63
1286,0.8
1287,0.38
1288,0.16
1289,0.52
1290,0.7523809523809523
1291,0.08773382173382173
1292,0.97
1293,0.49
1294,0.92
1295,0.53
1296,0.11516666666666668
1297,0.45
1298,0.0
1299,0.95
1300,0.11079108309990662
1301,0.91
1302,0.5663961136902314
1303,0.73
1304,0.175
1305,0.0
1306,0.76
1307,0.02
1308,0.0
1309,0.91
